Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate,PricePerShare
ASML,Common Stock,ASML Holding NV ADR,"ASML Holding NV develops, produces, markets, sells and services advanced semiconductor equipment systems consisting of lithography, metrology and inspection related systems for memory and logic chip manufacturers. The company is headquartered in Veldhoven, the Netherlands.",937966,NASDAQ,USD,USA,TECHNOLOGY,"SPECIAL INDUSTRY MACHINERY, NEC","DE RUN 6501, DR VELDHOVEN, NL",https://www.asml.com,December,2024-09-30,281672548000,8865400000,39.06,1.837,41.08,1.75,0.0095,18.27,1.2,0.264,0.327,0.127,0.492,26237100000,10700100000,18.27,0.098,0.119,905.45,7,21,10,0,0,39.06,28.25,10.74,16.71,10.25,29.42,1.104,1105.47,645.45,696.03,864.9,393200000,2024-11-07,2024-10-29,716.36
KO,Common Stock,The Coca-Cola Company,"The Coca-Cola Company is an American multinational beverage corporation incorporated under Delaware's General Corporation Law and headquartered in Atlanta, Georgia. The Coca-Cola Company has interests in the manufacturing, retailing, and marketing of nonalcoholic beverage concentrates and syrups.",21344,NYSE,USD,USA,MANUFACTURING,BEVERAGES,"ONE COCA COLA PLAZA, ATLANTA, GA, US",https://www.coca-colacompany.com,December,2024-09-30,269022118000,14831000000,25.91,2.633,6.15,1.915,0.0311,2.41,10.75,0.225,0.302,0.0844,0.372,46365999000,25004000000,2.41,-0.07,-0.008,73.53,6,11,6,0,1,25.91,21.05,5.8,10.14,6.41,19.21,0.62,72.48,56.66,64.24,65.01,4307800000,2024-12-16,2024-11-29,62.45
MRK,Common Stock,Merck & Company Inc,"Merck & Co. is an American multinational pharmaceutical company headquartered in Kenilworth, New Jersey. It is named after the Merck family, which set up Merck Group in Germany in 1668.",310158,NYSE,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"2000 GALLOPING HILL ROAD, KENILWORTH, NJ, US",https://www.merck.com,December,2024-09-30,252205089000,22927999000,20.86,0.0694,17.58,3.04,0.0325,4.78,24.93,0.192,0.262,0.105,0.283,63174001000,42077000000,4.78,-0.333,0.044,128.73,6,15,7,0,0,20.86,10.29,3.992,5.67,4.365,14.33,0.411,132.67,93.73,101.51,117.45,2529640000,2025-01-08,2024-12-16,99.70
WFC,Common Stock,Wells Fargo & Company,"Wells Fargo & Company is an American multinational financial services company with corporate headquarters in San Francisco, California, operational headquarters in Manhattan, and managerial offices throughout the United States and overseas.",72971,NYSE,USD,USA,FINANCE,NATIONAL COMMERCIAL BANKS,"420 MONTGOMERY STREET, SAN FRANCISCO, CA, US",https://www.wellsfargo.com,December,2024-09-30,236760023000,None,14.78,3.315,49.22,1.45,0.0225,4.81,22.23,0.232,0.32,0.0095,0.0991,77875003000,72247000000,4.81,-0.041,-0.018,74.54,5,8,10,0,1,14.78,12.94,3.04,1.438,5.48,-,1.136,78.13,44.93,70.53,60.99,3329490000,2024-12-01,2024-11-08,71.11
TM,Common Stock,Toyota Motor Corporation ADR,"Toyota Motor Corporation designs, manufactures, assembles and sells passenger cars, minivans and commercial vehicles, and related parts and accessories. The company is headquartered in Toyota, Japan.",1094517,NYSE,USD,USA,MANUFACTURING,MOTOR VEHICLES & PASSENGER CAR BODIES,"1 TOYOTA CHO TOYOTA CITY, AICHI PREFECTURE 471-8571, JAPAN, JP",https://global.toyota/en,March,2024-09-30,264960573000,7038522884000,9.9,1.539,2613.62,85,0.0261,20.15,2155.74,0.0919,0.101,0.038,0.126,46396157723000,5971673000000,20.15,-0.546,0.001,231.94,1,1,1,0,0,9.9,10.43,0.0057,1.197,1.385,7.61,0.404,250.58,156.78,175.25,197.36,1311200000,2024-12-06,2024-09-30,202.07
CSCO,Common Stock,Cisco Systems Inc,"Cisco Systems, Inc. is an American multinational technology conglomerate headquartered in San Jose, California, in the center of Silicon Valley. Cisco develops, manufactures and sells networking hardware, software, telecommunications equipment and other high-technology services and products. Through its numerous acquired subsidiaries, such as OpenDNS, Webex, Jabber and Jasper, Cisco specializes in specific tech markets, such as the Internet of Things (IoT), domain security and energy management. On January 25, 2021, Cisco reincorporated in Delaware.",858877,NASDAQ,USD,USA,TECHNOLOGY,COMPUTER COMMUNICATIONS EQUIPMENT,"170 WEST TASMAN DR, SAN JOSE, CA, US",https://www.cisco.com,July,2024-10-31,237412319000,13752001000,25.58,2.681,11.35,1.19,0.0268,2.33,13.16,0.177,0.17,0.0628,0.208,52976001000,35753000000,2.33,-0.237,-0.056,62.16,4,8,15,0,1,25.58,16.37,4.481,5.24,4.733,17.57,0.819,60.23,44.16,57.9,50.93,3982760000,2025-01-22,2025-01-03,59.61
AMD,Common Stock,Advanced Micro Devices Inc,"Advanced Micro Devices, Inc. (AMD) is an American multinational semiconductor company based in Santa Clara, California, that develops computer processors and related technologies for business and consumer markets. AMD's main products include microprocessors, motherboard chipsets, embedded processors and graphics processors for servers, workstations, personal computers and embedded system applications.",2488,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"2485 AUGUSTINE DRIVE, SANTA CLARA, CA, US",https://www.amd.com,December,2024-09-30,203159585000,4479000000,110.79,0.324,35.11,None,None,1.13,15.01,0.0752,0.106,0.0125,0.0326,24295000000,12051000000,1.13,1.611,0.176,183.16,7,30,11,0,0,110.79,25.13,8.36,3.565,8.27,42.03,1.706,227.3,117.9,139.75,154.15,1622810000,None,1995-04-27,125.19
CCZ,Common Stock,Comcast Holdings Corp,Comcast Holdings Corp. ,1166691,NYSE,USD,USA,TECHNOLOGY,CABLE & OTHER PAY TELEVISION SERVICES,"ONE COMCAST CENTER, PHILADELPHIA, PA, US",None,December,2024-09-30,57849946000,None,52.11,0,None,None,0.0297,None,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,52.11,-,-,-,-,-,None,66.3,52.43,60.61,57.52,0,2025-01-15,None,
ADBE,Common Stock,Adobe Systems Incorporated,"Adobe Inc. is an American multinational computer software company. Incorporated in Delaware and headquartered in San Jose, California, it has historically specialized in software for the creation and publication of a wide range of content, including graphics, photography, illustration, animation, multimedia, motion pictures and print. The company has expanded into digital marketing management software. Adobe has millions of users worldwide. Flagship products include: Photoshop image editing software, Adobe Illustrator vector-based illustration software, Adobe Acrobat Reader and the Portable Document Format (PDF), plus a host of tools primarily for audio-visual content creation, editing and publishing.",796343,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"345 PARK AVE, SAN JOSE, CA, US",https://www.adobe.com,November,2024-11-30,196540498000,8134000000,36.09,1.461,32.69,None,None,12.37,46.48,0.256,0.368,0.16,0.354,20946999000,15441000000,12.37,0.233,0.106,586.0,9,19,7,1,2,36.09,21.93,9.38,13.93,9.05,24.47,1.299,638.25,432.47,495.62,510.29,440200000,None,2005-03-24,446.48
ACN,Common Stock,Accenture plc,"Accenture plc is an Irish-domiciled multinational company that provides consulting and processing services. It has been incorporated in Dublin, Ireland since 2009.",1467373,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1 GRAND CANAL SQUARE, GRAND CANAL HARBOUR, DUBLIN, IE",https://www.accenture.com,August,2024-11-30,222783455000,11065912000,29.86,2.745,45.24,0,0.017,11.93,103.36,0.112,0.146,0.116,0.267,64896463000,20731607000,11.93,0.236,0.026,393.03,5,13,9,0,1,29.86,28.09,3.433,7.63,3.355,19.23,1.245,382.77,276.35,359.85,333.01,625480000,2025-02-14,2024-10-10,356.18
PEP,Common Stock,PepsiCo Inc,"PepsiCo, Inc. is an American based multinational food, snack, and beverage corporation headquartered in Harrison, New York, in the hamlet of Purchase. PepsiCo's business encompasses all aspects of the food and beverage market. It oversees the manufacturing, distribution, and marketing of its products.",77476,NASDAQ,USD,USA,MANUFACTURING,BEVERAGES,"700 ANDERSON HILL RD, PURCHASE, NY, US",https://www.pepsico.com,December,2024-09-30,209763549000,16913000000,22.58,1.819,14.17,5.24,0.0355,6.77,66.91,0.102,0.18,0.0872,0.488,91919999000,46050000000,6.77,-0.049,-0.006,180.27,2,5,14,1,0,22.58,17.64,2.282,10.78,2.684,15.17,0.542,179.06,149.71,162.41,169.67,1371990000,2025-01-06,2024-12-06,152.89
LIN,Common Stock,Linde plc Ordinary Shares,"Linde plc is a multinational chemical company. It is the largest industrial gas company by market share and revenue. It serves customers in the healthcare, petroleum refining, manufacturing, food, beverage carbonation, fiber-optics, steel making, aerospace, chemicals, electronics and water treatment industries. The company's primary business is the manufacturing and distribution of atmospheric gases, including oxygen, nitrogen, argon, rare gases, and process gases, including carbon dioxide, helium, hydrogen, electronic gases, specialty gases, and acetylene.",1707925,NASDAQ,USD,USA,LIFE SCIENCES,INDUSTRIAL INORGANIC CHEMICALS,"THE PRIESTLEY CENTRE, 10 PRIESTLEY RD, GUILDFORD, GB",https://www.linde.com,December,2024-09-30,201405317000,12581000000,32.04,2.37,82.27,5.44,0.0131,13.2,68.67,0.193,0.272,0.0683,0.162,33024999000,13914000000,13.2,0.009,0.025,494.17,6,13,7,1,1,32.04,24.88,6.1,5.14,6.62,17.33,0.949,486.02,391.3,453.05,451.96,476158000,2024-12-17,2024-12-03,422.98
NOW,Common Stock,ServiceNow Inc,"ServiceNow is an American software company based in Santa Clara, California that develops a cloud computing platform to help companies manage digital workflows for enterprise operations.",1373715,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"2225 LAWSON LANE, SANTA CLARA, CA, US",https://www.servicenow.com,December,2024-09-30,223123571000,1824000000,169.51,2.926,45.03,None,None,6.38,50.95,0.128,0.149,0.047,0.162,10464000000,5672000000,6.38,0.769,0.222,1067.03,10,25,5,1,0,169.51,64.1,21.32,24.02,21.03,99.58,0.986,1157.9,637.99,1033.98,849.77,206317000,None,None,1081.46
NVS,Common Stock,Novartis AG ADR,"Novartis AG researches, develops, manufactures and markets medical devices worldwide. The company is headquartered in Basel, Switzerland.",1114448,NYSE,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"LICHTSTRASSE 35, BASEL, CH",https://www.novartis.com,December,2024-09-30,197527765000,20985000000,17.17,2.93,21.67,3.919,0.038,5.73,24.54,0.352,0.335,0.106,0.288,49940001000,36744000000,5.73,0.846,0.089,114.03,0,1,11,0,0,17.17,12.02,3.955,4.541,4.319,10.94,0.505,120.92,92.35,105.0,106.38,1999270000,2024-04-19,2024-03-07,98.80
AXP,Common Stock,American Express Company,The American Express Company is a multinational financial services corporation headquartered at 200 Vesey Street in the Battery Park City neighborhood of Lower Manhattan in New York City.,4962,NYSE,USD,USA,FINANCE,FINANCE SERVICES,"200 VESEY STREET, 50TH FLOOR, NEW YORK, NY, US",https://www.americanexpress.com,December,2024-09-30,212073153000,None,22.17,1.906,42.2,2.7,0.0093,13.58,82.53,0.167,0.209,0.0379,0.347,59238998000,28776000000,13.58,0.058,0.08,288.44,4,5,15,3,1,22.17,19.8,3.58,7.14,4.146,-,1.214,307.82,176.27,290.25,253.95,704445000,2025-02-10,2025-01-03,301.05
DIS,Common Stock,Walt Disney Company,"The Walt Disney Company, commonly known as Disney, is an American diversified multinational mass media and entertainment conglomerate headquartered at the Walt Disney Studios complex in Burbank, California.",1744489,NYSE,USD,USA,TRADE & SERVICES,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,"500 SOUTH BUENA VISTA STREET, BURBANK, CA, US",https://www.thewaltdisneycompany.com,September,2024-09-30,202010362000,16751000000,41.01,0.981,55.41,0,0.0082,2.72,49.21,0.053,0.149,0.0362,0.0546,90027999000,29697000000,2.72,0.486,0.037,122.66,7,14,10,1,0,41.01,20.7,2.244,2.006,2.679,16.73,1.398,122.63,83.54,107.45,102.28,1810940000,2025-07-23,2024-07-08,111.55
MS,Common Stock,Morgan Stanley,"Morgan Stanley is an American multinational investment bank and financial services company headquartered at 1585 Broadway in the Morgan Stanley Building, Midtown Manhattan, New York City.",895421,NYSE,USD,USA,FINANCE,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES","1585 BROADWAY, NEW YORK, NY, US",https://www.morganstanley.com,December,2024-09-30,204215435000,None,19.26,3.67,58.25,3.55,0.0292,6.58,36.49,0.192,0.332,0.0094,0.111,58282000000,46437000000,6.58,0.362,0.165,127.69,1,4,16,0,1,19.26,16.16,3.504,2.175,4.771,-,1.336,136.24,80.28,126.45,105.37,1611040000,2024-11-15,2024-10-31,126.76
IBM,Common Stock,International Business Machines,"International Business Machines Corporation (IBM) is an American multinational technology company headquartered in Armonk, New York, with operations in over 170 countries. The company began in 1911, founded in Endicott, New York, as the Computing-Tabulating-Recording Company (CTR) and was renamed International Business Machines in 1924. IBM is incorporated in New York. IBM produces and sells computer hardware, middleware and software, and provides hosting and consulting services in areas ranging from mainframe computers to nanotechnology. IBM is also a major research organization, holding the record for most annual U.S. patents generated by a business (as of 2020) for 28 consecutive years. Inventions by IBM include the automated teller machine (ATM), the floppy disk, the hard disk drive, the magnetic stripe card, the relational database, the SQL programming language, the UPC barcode, and dynamic random-access memory (DRAM). The IBM mainframe, exemplified by the System/360, was the dominant computing platform during the 1960s and 1970s.",51143,NYSE,USD,USA,TECHNOLOGY,COMPUTER & OFFICE EQUIPMENT,"1 NEW ORCHARD ROAD, ARMONK, NY, US",https://www.ibm.com,December,2024-09-30,205992411000,14676000000,32.48,7.38,26.44,6.66,0.03,6.86,68.11,0.102,0.141,0.0473,0.267,62579999000,32688000000,6.86,0.141,0.015,217.12,2,5,9,3,1,32.48,20.66,3.292,8.43,4.034,19.96,0.71,239.35,152.38,221.35,197.07,924645000,2024-12-10,2024-11-12,222.78
MCD,Common Stock,McDonald’s Corporation,"McDonald's Corporation is an American fast food company, founded in 1940 as a restaurant operated by Richard and Maurice McDonald, in San Bernardino, California, United States. They rechristened their business as a hamburger stand, and later turned the company into a franchise, with the Golden Arches logo being introduced in 1953 at a location in Phoenix, Arizona.",63908,NYSE,USD,USA,TRADE & SERVICES,RETAIL-EATING PLACES,"110 NORTH CARPENTER STREET, CHICAGO, IL, US",https://www.mcdonalds.com,December,2024-09-30,210413978000,13845500000,25.78,2.649,-7.22,6.68,0.0241,11.39,36.01,0.318,0.47,0.136,0,25938700000,13207200000,11.39,-0.013,0.027,321.51,6,14,14,0,1,25.78,23.26,8.11,-,10.12,18.96,0.735,316.0,240.66,296.78,279.76,716620000,2024-12-16,2024-12-02,293.62
BABA,Common Stock,Alibaba Group Holding Ltd,"Alibaba Group Holding Limited, also known as Alibaba Group and Alibaba.com, is a Chinese multinational technology company specializing in e-commerce, retail, Internet, and technology. Founded on 28 June 1999 in Hangzhou, Zhejiang, the company provides consumer-to-consumer (C2C), business-to-consumer (B2C), and business-to-business (B2B) sales services via web portals, as well as electronic payment services, shopping search engines and cloud computing services. It owns and operates a diverse portfolio of companies around the world in numerous business sectors.",1577552,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","26/F TOWER ONE, TIMES SQUARE, 1 MATHESON STREET, CAUSEWAY BAY, HK",https://www.alibabagroup.com,March,2024-09-30,202560193000,176592994000,17.65,0.563,405.38,0,0.0221,4.82,382.18,0.0738,0.161,0.0468,0.0567,950248014000,314357000000,4.82,-0.257,0.039,121.06,7,30,8,0,0,17.65,8.84,0.213,1.55,1.339,8.7,0.349,117.82,66.07,91.1,83.72,2381380000,2024-07-12,2024-06-13,85.06
AZN,Common Stock,AstraZeneca PLC ADR,"AstraZeneca PLC discovers, develops, manufactures and markets prescription drugs in the areas of oncology, cardiovascular, renal and metabolism, respiratory, infections, neuroscience and gastroenterology worldwide. The company is headquartered in Cambridge, the United Kingdom.",901832,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"1 FRANCIS CRICK AVENUE, CAMBRIDGE BIOMEDICAL CAMPUS, CAMBRIDGE, GB",https://www.astrazeneca.com,December,2024-09-30,205447758000,18390999000,32.01,0.715,26.27,2.97,0.0224,2.07,2.742,0.127,0.204,0.085,0.167,51206001000,35732000000,2.07,0.034,0.18,88.01,4,6,1,0,0,32.01,14.16,4.012,5.05,4.487,15.46,0.18,87.67,59.19,68.31,74.93,3100630000,2024-09-09,2024-08-09,66.26
PM,Common Stock,Philip Morris International Inc,"Philip Morris International Inc. (PMI) is a Swiss-American multinational cigarette and tobacco manufacturing company, with products sold in over 180 countries. The most recognized and best selling product of the company is Marlboro.",1413329,NYSE,USD,USA,MANUFACTURING,CIGARETTES,"120 PARK AVENUE, NEW YORK, NY, US",https://www.pmi.com,December,2024-09-30,188834087000,15301000000,19.28,1.485,-6.24,5.25,0.0445,6.3,23.96,0.264,0.434,0.131,0,37219000000,20534000000,6.3,0.493,0.084,136.16,4,6,3,1,0,19.28,17.24,5.07,-,6.28,15.46,0.56,132.68,84.09,127.94,112.25,1554830000,2025-01-13,2024-12-26,121.45
TMO,Common Stock,Thermo Fisher Scientific Inc,"Thermo Fisher Scientific is an American provisioner of scientific instrumentation, reagents and consumables, and software and services to healthcare, life science, and other laboratories in academia, government, and industry (including in the biotechnology and pharmaceutical sectors). Based in Waltham, Massachusetts, Thermo Fisher was created in 2006 by the merger of Thermo Electron and Fisher Scientific, to form a company with US$ 9 billion in combined revenues.",97745,NYSE,USD,USA,LIFE SCIENCES,"MEASURING & CONTROLLING DEVICES, NEC","168 THIRD AVENUE, WALTHAM, MA, US",https://www.thermofisher.com,December,2024-09-30,201221784000,10582000000,33.0,2.006,128.08,1.52,0.003,15.94,110.63,0.145,0.181,0.0467,0.129,42369999000,18998000000,15.94,-0.038,0.002,649.8,8,17,6,0,0,33.0,22.27,4.749,4.107,5.43,19.98,0.792,627.02,492.93,538.86,572.53,382500000,2025-01-15,2024-12-13,526.07
ABT,Common Stock,Abbott Laboratories,"Abbott Laboratories is an American multinational medical devices and health care company with headquarters in Abbott Park, Illinois, United States. The company was founded by Chicago physician Wallace Calvin Abbott in 1888 to formulate known drugs; today, it sells medical devices, diagnostics, branded generic medicines and nutritional products. It split off its research-based pharmaceuticals business into AbbVie in 2013.",1800,NYSE,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"100 ABBOTT PARK ROAD, ABBOTT PARK, IL, US",https://www.abbott.com,December,2024-09-30,199445561000,10825000000,34.95,2.228,22.94,2.2,0.0205,3.29,23.68,0.14,0.188,0.0649,0.148,41216999000,24579000000,3.29,0.146,0.049,130.2,8,13,5,0,1,34.95,22.27,4.839,5.01,5.01,19.52,0.722,121,99.24,115.82,110.56,1734460000,2025-02-14,2025-01-15,114.99
SHEL,Common Stock,Shell PLC ADR,"Shell plc is a global petrochemical and energy company. The company is headquartered in The Hague, the Netherlands.",1306965,NYSE,USD,USA,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,"CAREL VAN BYLANDTLAAN 30, THE HAGUE, NL",https://www.shell.com,December,2024-09-30,187446297000,41612001000,12.54,2.338,30.15,1.376,0.0446,4.92,92.71,0.0527,0.104,0.0475,0.0837,296762016000,97308000000,4.92,-0.352,-0.069,78.99,5,6,4,0,0,12.54,7.81,0.632,0.999,0.742,3.49,0.488,72.99,57.95,64.9,69.26,3038520000,2024-12-19,2024-11-15,61.69
GE,Common Stock,GE Aerospace,"General Electric Company (GE) is an American multinational conglomerate incorporated in New York City and headquartered in Boston. As of 2018, the company operates through the following segments: aviation, healthcare, power, renewable energy, digital industry, additive manufacturing and venture capital and finance.",40545,NYSE,USD,USA,MANUFACTURING,ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP),"41 FARNSWORTH STREET, BOSTON, MA, US",https://www.geaerospace.com,December,2024-09-30,184075895000,8935000000,33.55,1.918,17.44,0.92,0.0066,5.07,64.33,0.0893,0.182,0.0302,0.226,69953004000,18536000000,5.07,6.06,0.058,210.71,5,12,1,0,0,33.55,31.25,2.631,9.75,2.688,18.88,1.188,194.48,98.04,176.48,167.55,1082290000,2025-01-27,2024-12-27,170.08
CAT,Common Stock,Caterpillar Inc,"Caterpillar Inc. (often shortened to CAT) is an American Fortune 100 corporation that designs, develops, engineers, manufactures, markets, and sells machinery, engines, financial products, and insurance to customers via a worldwide dealer network.",18230,NYSE,USD,USA,TECHNOLOGY,CONSTRUCTION MACHINERY & EQUIP,"510 LAKE COOK ROAD, SUITE 100, DEERFIELD, IL, US",https://www.caterpillar.com,December,2024-09-30,176155132000,15819000000,16.95,1.638,40.18,5.42,0.0155,21.53,133.3,0.163,0.195,0.0993,0.535,65664000000,15565000000,21.53,-0.072,-0.042,394.14,3,7,9,6,0,16.95,16.78,2.683,9.08,3.174,12.98,1.095,418.5,272.57,387.27,359.79,482802000,2025-02-20,2025-01-21,364.86
ISRG,Common Stock,Intuitive Surgical Inc,"Intuitive Surgical, Inc. is an American corporation that develops, manufactures, and markets robotic products designed to improve clinical outcomes of patients through minimally invasive surgery, most notably with the da Vinci Surgical System.",1035267,NASDAQ,USD,USA,LIFE SCIENCES,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES","1020 KIFER ROAD, SUNNYVALE, CA, US",https://www.intuitive.com,December,2024-09-30,190513037000,2505100000,86.27,3.966,43.75,None,None,6.2,22.22,0.285,0.283,0.0795,0.16,7866900000,4196000000,6.2,0.345,0.169,556.42,8,14,8,1,0,86.27,68.97,24.22,12.23,23.68,73.78,1.389,556.23,320.26,529.98,457.51,356179000,None,None,534.88
GS,Common Stock,Goldman Sachs Group Inc,"The Goldman Sachs Group, Inc., is an American multinational investment bank and financial services company headquartered in New York City. It offers services in investment management, securities, asset management, prime brokerage, and securities underwriting. It also provides investment banking to institutional investors.",886982,NYSE,USD,USA,FINANCE,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES","200 WEST STREET, NEW YORK, NY, US",https://www.goldmansachs.com,December,2024-09-30,180868678000,None,16.89,3.885,327.61,11.25,0.0208,34.11,149.01,0.246,0.327,0.0074,0.102,49387000000,37530000000,34.11,0.536,0.042,605.5,6,7,8,0,1,16.89,13.99,3.662,1.675,2.521,-,1.342,611.91,363.27,569.95,489.55,313910000,2024-12-30,2024-12-02,576.18
VZ,Common Stock,Verizon Communications Inc,"Verizon Communications Inc. is an American multinational telecommunications conglomerate and a corporate component of the Dow Jones Industrial Average. The company is headquartered at 1095 Avenue of the Americas in Midtown Manhattan, New York City, but is incorporated in Delaware.",732712,NYSE,USD,USA,TECHNOLOGY,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),"1095 AVENUE OF THE AMERICAS, NEW YORK, NY, US",https://www.verizon.com,December,2024-09-30,168048427000,48428999000,17.28,1.059,22.88,2.673,0.0679,2.31,31.83,0.073,0.239,0.0498,0.104,134237004000,77702000000,2.31,-0.31,0,47.45,6,6,13,0,0,17.28,8.42,1.252,1.745,2.512,8.63,0.418,44.73,35.33,41.85,41.38,4209630000,2025-02-03,2025-01-10,39.92
TXN,Common Stock,Texas Instruments Incorporated,"Texas Instruments Incorporated (TI) is an American technology company headquartered in Dallas, Texas, that designs and manufactures semiconductors and various integrated circuits, which it sells to electronics designers and manufacturers globally. It is one of the top 10 semiconductor companies worldwide based on sales volume.",97476,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"P.O. BOX 660199, DALLAS, TX, US",https://www.ti.com,December,2024-09-30,174397637000,6897000000,35.6,3.066,18.93,5.2,0.0285,5.37,17.25,0.316,0.373,0.102,0.293,15711000000,13771000000,5.37,-0.206,-0.084,208.83,2,10,19,1,4,35.6,30.03,11.1,10.1,11.47,23.71,0.98,220.38,152.35,199.64,193.99,912217000,2024-11-12,2024-10-31,191.18
QCOM,Common Stock,Qualcomm Incorporated,"Qualcomm is an American multinational corporation headquartered in San Diego, California, and incorporated in Delaware. It creates semiconductors, software, and services related to wireless technology. It owns patents critical to the 5G, 4G, CDMA2000, TD-SCDMA and WCDMA mobile communications standards.",804328,NASDAQ,USD,USA,MANUFACTURING,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,"5775 MOREHOUSE DR, SAN DIEGO, CA, US",https://www.qualcomm.com,September,2024-09-30,174693663000,11959000000,17.57,1.553,23.61,3.3,0.0216,8.95,34.91,0.26,0.263,0.121,0.422,38962000000,25565000000,8.95,0.941,0.187,204.7,7,14,16,1,0,17.57,13.83,4.484,6.65,4.518,13.82,1.286,228.25,132.33,162.64,176.09,1111000000,2024-12-19,2024-12-05,157.24
TBC,Common Stock,AT&T Inc ELKS,None,732717,NYSE,USD,USA,TECHNOLOGY,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),"208 S. AKARD ST, ATTN : JAMES LACY, DALLAS, TX, US",None,December,2024-09-30,139572100000,None,None,None,None,None,0.053,None,0,0,0,0,0.121,0,0,0,0,0,None,-,-,-,-,-,-,-,-,-,-,-,None,25.64,22.6,25.06,24.58,0,2025-02-03,None,
INTU,Common Stock,Intuit Inc,"Intuit Inc. is an American business that specializes in financial software. Intuit's products include the tax preparation application TurboTax, personal finance app Mint and the small business accounting program QuickBooks.",896878,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"2700 COAST AVENUE, MOUNTAIN VIEW, CA, US",https://www.intuit.com,July,2024-10-31,178746589000,4496000000,62.12,1.917,65.78,0,0.0061,10.28,58.16,0.182,0.157,0.0804,0.166,16285000000,11388000000,10.28,-0.185,0.41,728.08,7,16,9,0,0,62.12,33.22,10.98,9.86,10.98,40.07,1.246,714.78,555.59,645.82,633.1,279917000,2025-01-17,2024-10-10,638.57
RY,Common Stock,Royal Bank of Canada,"Royal Bank of Canada is a globally diversified financial services company. The company is headquartered in Toronto, Canada.",1000275,NYSE,USD,USA,FINANCE,"COMMERCIAL BANKS, NEC","ROYAL BANK PLAZA, 200 BAY STREET, TORONTO, ON, CA",https://www.rbc.com,October,2024-10-31,171135861000,None,15.44,3.455,81.28,0,0.0326,7.83,40.13,0.287,0.415,0.008,0.137,56507998000,48501000000,7.83,0.133,0.13,109.57,6,6,3,0,1,15.44,14.16,3.029,2.079,12.7,-,0.842,128.05,91.4,123.67,112.92,1414500000,2025-02-24,2024-10-24,120.99
DHR,Common Stock,Danaher Corporation,"Danaher Corporation is an American globally diversified conglomerate with its headquarters in Washington, D.C.. The company designs, manufactures, and markets professional, medical, industrial, and commercial products and services. The company's 3 platforms are Life Sciences, Diagnostics, and Environmental & Applied Solutions.",313616,NYSE,USD,USA,LIFE SCIENCES,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL","2200 PENNSYLVANIA AVE. N.W., SUITE 800W, WASHINGTON, DC, US",https://www.danaher.com,December,2024-09-30,166917751000,7511000000,43.69,3.086,71.03,1.05,0.0047,5.29,32.29,0.164,0.203,0.0386,0.0759,23741999000,18949000000,5.29,-0.26,0.031,287.7,5,16,5,0,0,43.69,27.17,7.03,3.254,7.66,25.32,0.881,281.1,221.57,240.49,254.43,722275000,2025-01-31,2024-12-27,231.10
